166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,410,411,411,411,411,411,411,411,411,412,171,166,166,166,166,166,166,166,166,166,166,166,166,166,166,170,188,188,188,188,171,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,170,188,188,188,188,171,166,166,166,166,166
166,166,166,166,166,166,166,410,433,433,433,433,433,433,433,433,433,433,411,411,411,412,171,166,410,412,188,188,188,188,188,188,188,189,264,264,264,264,187,188,188,188,171,166,166,166,166,166,166,166,166,166,166,166,166,166,166,170,188,189,264,264,264,264,187,188,171,166,166,166
166,166,166,166,166,166,170,432,433,433,433,433,433,433,433,433,433,433,433,433,433,433,412,188,432,434,264,264,264,264,264,264,264,264,245,264,266,264,265,264,264,264,187,188,171,166,166,166,166,166,166,166,166,166,166,166,170,189,264,244,264,245,264,264,264,265,187,171,166,166
166,166,166,166,166,166,167,432,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,411,433,434,264,264,244,264,264,264,264,244,264,264,264,264,264,264,264,264,264,264,165,166,166,166,166,166,166,166,166,166,166,170,189,264,264,264,264,264,264,244,264,264,264,165,166,166
166,166,166,166,166,166,167,432,433,433,433,419,419,419,419,419,419,419,419,419,433,433,433,433,433,434,264,264,264,264,264,265,264,264,264,245,264,245,264,244,264,264,245,264,165,166,166,166,166,166,166,166,166,166,170,189,264,268,245,264,265,264,264,264,264,264,264,165,166,166
